date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:35	13639/13639	---MC-	200	added ('OK')	text/html	date:Sun,%2018%20Nov%202012%2019:03:30%20GMT	http://conf.agile-france.org/?speakers=agile-les-sujets-qui-fachent	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/index3444.html	(from http://conf.agile-france.org/?page_id=893)
20:03:35	10771/10771	---M--	200	added ('OK')	image/jpeg	etag:%2212b02f7-2a13-4bee472a3c900%22	http://conf.agile-france.org/wp-content/uploads/2012/03/emmanuel-hugonnet.jpg	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/wp-content/uploads/2012/03/emmanuel-hugonnet.jpg	(from http://conf.agile-france.org/)
20:03:36	12608/12608	---MC-	200	added ('OK')	text/html	date:Sun,%2018%20Nov%202012%2019:03:32%20GMT	http://conf.agile-france.org/?speakers=621	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/index8bed.html	(from http://conf.agile-france.org/?page_id=893)
20:03:36	7812/7812	---M--	200	added ('OK')	image/png	etag:%2212b031e-1e84-4bed69a4f2700%22	http://conf.agile-france.org/wp-content/uploads/2012/03/luc-mazardo.png	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/wp-content/uploads/2012/03/luc-mazardo.png	(from http://conf.agile-france.org/)
20:03:39	38535/38535	---M--	200	added ('OK')	image/png	etag:%2212b033d-9687-4beda11b40100%22	http://conf.agile-france.org/wp-content/uploads/2012/03/sebastien-delest-150x150.png	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/wp-content/uploads/2012/03/sebastien-delest-150x150.png	(from http://conf.agile-france.org/)
20:03:39	13254/13254	---MC-	200	added ('OK')	text/html	date:Sun,%2018%20Nov%202012%2019:03:33%20GMT	http://conf.agile-france.org/?speakers=des-outils-de-coaching-pour-ameliorer-la-dynamique-de-votre-equipe	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/indexd369.html	(from http://conf.agile-france.org/?page_id=893)
20:03:39	14096/14096	---MC-	200	added ('OK')	text/html	date:Sun,%2018%20Nov%202012%2019:03:34%20GMT	http://conf.agile-france.org/?speakers=agilite-management-sponsorship	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/index1501.html	(from http://conf.agile-france.org/?page_id=893)
20:03:39	13274/13274	---MC-	200	added ('OK')	text/html	date:Sun,%2018%20Nov%202012%2019:03:35%20GMT	http://conf.agile-france.org/?speakers=jee-ma-tuer-comment-survivre-dans-du-code-legacy	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/index7f9b.html	(from http://conf.agile-france.org/?page_id=893)
20:03:40	9020/9020	---M--	200	added ('OK')	image/jpeg	etag:%2212b02e5-233c-4bee8bec34140%22	http://conf.agile-france.org/wp-content/uploads/2012/03/caroline-damour-nobi.jpg	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/wp-content/uploads/2012/03/caroline-damour-nobi.jpg	(from http://conf.agile-france.org/)
20:03:40	4709/4709	---M--	200	added ('OK')	image/jpeg	etag:%2212b035e-1265-4bca560881780%22	http://conf.agile-france.org/wp-content/uploads/2012/04/DSC01382r-150x150.jpg	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/wp-content/uploads/2012/04/DSC01382r-150x150.jpg	(from http://conf.agile-france.org/)
20:03:42	25607/25607	---M--	200	added ('OK')	image/jpeg	etag:%2212b0383-6407-4bee7f4492600%22	http://conf.agile-france.org/wp-content/uploads/2012/04/gilles-mantel.jpg	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/wp-content/uploads/2012/04/gilles-mantel.jpg	(from http://conf.agile-france.org/)
20:03:42	12386/12386	---MC-	200	added ('OK')	text/html	date:Sun,%2018%20Nov%202012%2019:03:38%20GMT	http://conf.agile-france.org/?speakers=a-la-chasse-aux-faux-semblants	C:/Mes%20Sites%20Web/Agile%20France%202012/conf.agile-france.org/index2f08.html	(from http://conf.agile-france.org/?page_id=893)
